Experiments,Time,s1,s2,s3,s4,s5
exp_67,0.0,0.05326135987449846,0.018526223699641017,0.09398825005921571,0.042487784647826585,0.01247641254219218
exp_67,16.0,0.2043060808231341,0.009282104305220511,0.1253777065671767,0.31975222625967775,0.2356160761381453
exp_67,32.0,0.2021827568572688,0.0013118068579075401,0.10603374572755925,0.3276489631033875,0.24117884178412677
exp_67,48.0,0.20137936505719742,0.001,0.10570841374263179,0.327592910093112,0.24019624752716687
exp_68,0.0,0.0050777359711498245,0.06178015800144065,0.033617665526486366,0.024034064797715436,0.06492274929022229
exp_68,16.0,0.16300557019451886,0.019659359839861085,0.10861360967017628,0.34566418023777506,0.2392004126551337
exp_68,32.0,0.1993776761864837,0.0020205862168702336,0.10793994916747437,0.32688887650580123,0.23948879857587696
exp_68,48.0,0.20122251115033035,0.001,0.10552913193328385,0.326389541756149,0.23905903921328564
exp_69,0.0,0.06978965073574762,0.08181891258276468,0.04673874093786981,0.05715325503660003,0.04709597776218307
exp_69,16.0,0.19452782307409983,0.015912849172454828,0.11933172857582049,0.3238774719937292,0.23835241811756436
exp_69,32.0,0.20061081677020198,0.0017922066017350608,0.10815407923435857,0.32598264909849384,0.23958600729081786
exp_69,48.0,0.20157746858298284,0.001,0.10826295926878732,0.32732366071966734,0.2400729365036509
exp_70,0.0,0.08226998894169714,0.022042468281195052,0.04459019421998473,0.06705722466822894,0.026296685752088315
exp_70,16.0,0.19973827533227728,0.007250744757469416,0.11579505279742919,0.32186950984705864,0.23771729774646752
exp_70,32.0,0.1996013910765771,0.001,0.10743659798194917,0.32754622004612177,0.2402340299572533
exp_70,48.0,0.2016779035671454,0.001,0.10746742742366956,0.32783319235732566,0.2409359266973382
exp_71,0.0,0.07426151980970042,0.06652457325671049,0.039547185900197,0.001,0.06341318340995765
exp_71,16.0,0.2125471636767431,0.007074545435864541,0.15147890035678058,0.29467243984925323,0.2561331441776219
exp_71,32.0,0.20008094747058294,0.0014921216939287854,0.11191447037534641,0.3250826240064835,0.23996371579156686
exp_71,48.0,0.20076919340387342,0.0028674828583908052,0.10717046373982671,0.3270156657860102,0.23901790257565678
exp_72,0.0,0.05687602810850976,0.007179401222151392,0.020993595670492242,0.0510951249997844,0.07239416619484244
exp_72,16.0,0.1981591123402391,0.0022345835508051828,0.10095575878091731,0.32851386754836426,0.23818644759921406
exp_72,32.0,0.20057932139637127,0.001,0.10495750518397931,0.3282052669592505,0.23952559122825534
exp_72,48.0,0.2016565853865293,0.001,0.10803473252908596,0.3264356511683357,0.23828785234880875
exp_73,0.0,0.03572752204549227,0.08491729560560052,0.015246888157114778,0.0790620659518947,0.04371918358766252
exp_73,16.0,0.18723249290290928,0.020568148682178062,0.1010253152554321,0.3300878151975861,0.23180326501303403
exp_73,32.0,0.2015464384550694,0.0020946789978597367,0.10867487817451414,0.32669793293943167,0.23905210197541094
exp_73,48.0,0.20148507853859207,0.001,0.10700741365857969,0.32887103225906694,0.24024760455964353
exp_74,0.0,0.07079322933560701,0.062132999719995974,0.07285337983842219,0.06807124020131695,0.08892130325124811
exp_74,16.0,0.19676375188862544,0.010652518609066887,0.11702636868827919,0.32598485629158386,0.23617628637226554
exp_74,32.0,0.20089949894885045,0.001,0.1064268236691701,0.3275210246680239,0.23915241891057237
exp_74,48.0,0.20046559597357572,0.001,0.10721034851758209,0.32681482944143136,0.2408555441196357
exp_75,0.0,0.019885482182627003,0.05433614975840455,0.026361273293751493,0.07079198232619247,0.08777782477489107
exp_75,16.0,0.18421144922966762,0.0145139101155473,0.10088245979243948,0.33339698055963546,0.23623756074147104
exp_75,32.0,0.20109205912064687,0.001839058444331577,0.10641705526079552,0.3272773867266534,0.24026967153592493
exp_75,48.0,0.20137327985773154,0.001,0.10842252436941117,0.327813328695685,0.23933347421405118
exp_76,0.0,0.09173340669531968,0.0761650561018685,0.022167523335622188,0.07375344161509527,0.0378217690539806
exp_76,16.0,0.19343884156745472,0.01722849527355395,0.11024315614701133,0.32368981858653506,0.2329108608520672
exp_76,32.0,0.20036208745471196,0.003638748190427331,0.10838765763408811,0.32684928510519656,0.24170417765436383
exp_76,48.0,0.20232868689072428,0.001,0.10843884729472235,0.3275847290363874,0.23920039085266515
exp_77,0.0,0.06209803916934917,0.025704874715188904,0.055045704685367534,0.04563296853928638,0.03521051954374954
exp_77,16.0,0.19914366949243714,0.007949246061569796,0.1185560163796917,0.3242107307842989,0.2382517756245
exp_77,32.0,0.19881473449679612,0.001872663920559263,0.1074715753551565,0.3256218326482861,0.2402461498344538
exp_77,48.0,0.1993485975884095,0.002019020920952683,0.107037383992724,0.3264554585533616,0.23857134237522654
exp_78,0.0,0.053149939447888456,0.09595110909296412,0.07386140844789546,0.012237867615739128,0.06043806632108898
exp_78,16.0,0.19946721810867252,0.014891376236037666,0.12720447298085372,0.3213720789071808,0.24287386088461485
exp_78,32.0,0.2018627726523387,0.001,0.11092259971705298,0.3251580136125773,0.23918086834460947
exp_78,48.0,0.20178972755101746,0.0014076994384510343,0.10594715545482644,0.3242679587923872,0.2402721020554813
exp_79,0.0,0.009986755612515727,0.08792634084552077,0.09664712513166941,0.015404154021444067,0.09993100217049518
exp_79,16.0,0.18406437997601913,0.01626202116435161,0.1198620355243974,0.3326002624447379,0.24100237734861443
exp_79,32.0,0.20051580867048271,0.00505312552078549,0.10807802328848566,0.3267524737841218,0.2398952946797963
exp_79,48.0,0.19920025094056093,0.001,0.10862562355207508,0.32671090767873984,0.24179699375380534
exp_80,0.0,0.02862067672453065,0.039792350707659865,0.053694908808694486,0.031195434448521308,0.08612336270278735
exp_80,16.0,0.1954414130463942,0.010012352236335132,0.11445922438533382,0.3281791359331898,0.23986131831962396
exp_80,32.0,0.2005977587536701,0.001,0.1059370876139848,0.32749841625457454,0.23934659510075462
exp_80,48.0,0.2015407945114597,0.001,0.10614186701250186,0.3275217819447135,0.23910793214009707
exp_81,0.0,0.023594639074801044,0.05345129567356036,0.051552825420234975,0.07837235790591268,0.053965533756780926
exp_81,16.0,0.18798613539070977,0.012064636133392046,0.1105631840871121,0.3286403659360366,0.2367344599457205
exp_81,32.0,0.2014810215419275,0.0022616543596414808,0.10694996995522486,0.3272093664689278,0.24067902646943062
exp_81,48.0,0.2001096814594684,0.001,0.10776666544954909,0.3279294320635582,0.23970884171125184
exp_82,0.0,0.06207491712944935,0.08293032698264868,0.04172971877646906,0.08441599877618884,0.05727285195045204
exp_82,16.0,0.19294233768568392,0.01549340297635843,0.11361215180854149,0.32623753922848275,0.23704059339233824
exp_82,32.0,0.20216063382100438,0.0010604060502586278,0.10745900552324039,0.3263018821693154,0.24005531467624375
exp_82,48.0,0.20024254722898369,0.001,0.10875818665792812,0.33034239070551297,0.2399737318436206
exp_83,0.0,0.08262714589362348,0.009144127355545598,0.04189504640483834,0.0337462084696024,0.016666124535613218
exp_83,16.0,0.20476642168110948,0.0054432358141149415,0.11959536334434225,0.3233699131211915,0.23751290352739046
exp_83,32.0,0.20212248646740846,0.001525604362094985,0.10836726226897425,0.3269400314345353,0.23862935869285337
exp_83,48.0,0.20005719592046922,0.001,0.1082750179722596,0.32981290278689485,0.23797044700901032
exp_84,0.0,0.004595126441800157,0.05067046112122378,0.06618282961274513,0.020227157791800572,0.039458949303187545
exp_84,16.0,0.17289000794856582,0.019858076832799738,0.1156238327933843,0.3377844712414351,0.2391930612229168
exp_84,32.0,0.20134258210279088,0.0040767499782586175,0.1074912277264461,0.3272701272828683,0.24003227574511352
exp_84,48.0,0.20081263038691685,0.001,0.10753154709260922,0.3289762385600078,0.23976347643462873
exp_85,0.0,0.04888039266982976,0.08442740088076017,0.09874349654908424,0.05179038469620071,0.04893229248224503
exp_85,16.0,0.19660855573661792,0.015019079172759929,0.12256541858707257,0.32320427586547623,0.23951046695993516
exp_85,32.0,0.20060553870395026,0.003176857270186911,0.10820163397399295,0.3268776798205541,0.23926159644675615
exp_85,48.0,0.20005875715822058,0.001,0.10552185654945966,0.32873134157965395,0.23964517677827993
exp_86,0.0,0.08897244925429378,0.017082959084349064,0.02019424788056388,0.033198735913098555,0.07156119751453138
exp_86,16.0,0.19876768454896518,0.005304055059608512,0.10715393919266092,0.32762490341566325,0.23841473184597292
exp_86,32.0,0.19929248617162337,0.001,0.10537452505130153,0.3275008386289245,0.2397584068001514
exp_86,48.0,0.2008602829048245,0.001,0.10638275195263124,0.3265071326694175,0.24081663429063596
exp_87,0.0,0.06630010548933182,0.0802539119342856,0.09358628026743362,0.010819358726872738,0.022636748339387173
exp_87,16.0,0.20294220394610568,0.012803124537245117,0.13628065140254672,0.3145699363595238,0.2392689994367487
exp_87,32.0,0.19998071544860369,0.003022775425251158,0.11013567008260619,0.3271821499575413,0.23993930438756325
exp_87,48.0,0.20292405008413478,0.001,0.10762043085207934,0.32724146372402385,0.23968200581304017
exp_88,0.0,0.00784246771353647,0.02730603531344246,0.08685795456150826,0.06834793332396846,0.025359574335551156
exp_88,16.0,0.18228680710847525,0.01686048743428309,0.11339640871777248,0.33507389110306146,0.23665046454579863
exp_88,32.0,0.2017284473611471,0.002665488300397273,0.11060057708312848,0.3269993998918483,0.23923001129715216
exp_88,48.0,0.20282255238998118,0.0010549153705282385,0.10736211288197828,0.3262317015569839,0.2400179355113713
exp_89,0.0,0.04874995485825677,0.018555041602561967,0.07671237400189823,0.09463858403605742,0.0770931458906756
exp_89,16.0,0.19725951854868673,0.004671371502852937,0.11237921843817383,0.32654003060457,0.2380511577002859
exp_89,32.0,0.19990595711954393,0.0021093674332515505,0.10680606758089665,0.3286400774911829,0.23933891700606474
exp_89,48.0,0.2023153931361491,0.001,0.10742032845557144,0.32627777171858524,0.23833360900737022
exp_90,0.0,0.08774590005174697,0.003737011839673854,0.05082117910642817,0.006160615078747383,0.030584564458562412
exp_90,16.0,0.2084248833652321,0.0022009966481047706,0.13053168288032818,0.3162054122820335,0.24527026015842018
exp_90,32.0,0.20171826910039198,0.001,0.10814053643810308,0.3267312776704033,0.24171528222624564
exp_90,48.0,0.2004808787703222,0.001,0.10728759956667049,0.32715734703887833,0.2400188404864051
exp_91,0.0,0.09677736214356751,0.09169435039357286,0.00541567892130051,0.08391639445710655,0.08268771029707123
exp_91,16.0,0.18289113742047006,0.018498953540874274,0.0694819478258286,0.33180596297625337,0.23381486831915507
exp_91,32.0,0.2005704063370483,0.003210803597309468,0.10293506288009484,0.32774509722320533,0.24047056907751002
exp_91,48.0,0.20191657233363505,0.001,0.10793214069124038,0.3268271497038457,0.23987454483768522
exp_92,0.0,0.022401587187163115,0.03485120349160592,0.07920496357406064,0.07061662583484125,0.08061241385453297
exp_92,16.0,0.19261847524242137,0.009860686134882437,0.11134764697030651,0.3301102952646008,0.2380381714874733
exp_92,32.0,0.20157151882570767,0.0031121965165625347,0.10801364165189091,0.32768871247564957,0.2410169840198228
exp_92,48.0,0.2025949001075037,0.001,0.10698313154329166,0.3273945734131802,0.24153058455133772
exp_93,0.0,0.024748066659302133,0.04597040724345757,0.03268920616678889,0.013958589444168626,0.001
exp_93,16.0,0.20451134839187576,0.04061043691019881,0.14889861824638057,0.3044510652008616,0.17919857506006565
exp_93,32.0,0.1999915392663348,0.0039519412015653396,0.113225257575035,0.3243861431249029,0.2383556200539102
exp_93,48.0,0.19959697201546425,0.001,0.1081466313498209,0.3278159437347794,0.238603257092665
exp_94,0.0,0.03893036029470374,0.09941800308453237,0.09523860513122231,0.007693203107034577,0.027444828646782733
exp_94,16.0,0.19931578076785395,0.01640915920556101,0.13454180337438892,0.3178651472418993,0.24223344640859656
exp_94,32.0,0.20159599308985443,0.001,0.11041641044880929,0.32801712855059517,0.2394404565303059
exp_94,48.0,0.20088822385718239,0.001,0.10705758830451642,0.3280792839052718,0.23935486893245603
exp_95,0.0,0.011814827927284501,0.07361253813523888,0.010186823465196539,0.03619659304419471,0.003935640333715728
exp_95,16.0,0.17929144934407193,0.045669548091791835,0.11757385124178568,0.3226633788017682,0.20893350208962122
exp_95,32.0,0.20020988148146754,0.0060214347674205655,0.11115362937577343,0.32497933263405576,0.23793593599333146
exp_95,48.0,0.20046457574232424,0.001,0.10665345198700041,0.3274080566302941,0.2391207141880271
exp_96,0.0,0.020293179560135814,0.02069929871015386,0.024284290093436058,0.004820496021432083,0.07703066707561149
exp_96,16.0,0.1990730929613108,0.005362114433650302,0.11965965631313825,0.32559056389195756,0.24262185801294944
exp_96,32.0,0.19990298008385501,0.001435825898038171,0.1080220636686716,0.32701208956666816,0.24125823933579144
exp_96,48.0,0.2025411903054632,0.001,0.10657495613586816,0.32763720676218794,0.23986353022748044
exp_97,0.0,0.012850166881558198,0.09822289526624377,0.0838174176001144,0.06395066002353413,0.05347002822426128
exp_97,16.0,0.18196841222206367,0.02091523416693717,0.11651190713754299,0.3329191784303029,0.23423591873834113
exp_97,32.0,0.20142344744560475,0.0032939874105627864,0.10894035037534433,0.32427539463518157,0.23789924435983187
exp_97,48.0,0.20121972766901117,0.001,0.10704200720295765,0.32718019623363614,0.239023918957579
exp_98,0.0,0.05521938876141909,0.043530304292009186,0.06343671735065755,0.019791645211273134,0.01171380709227035
exp_98,16.0,0.20073787533178641,0.013321383513422463,0.12827035326368164,0.31858434299283006,0.23672778412340736
exp_98,32.0,0.20093554699628408,0.0016002932632737947,0.10875807516082611,0.3268843749798212,0.24278630186365305
exp_98,48.0,0.2008066336329566,0.001,0.10647586160441154,0.3278101481438983,0.23965065469128938
exp_99,0.0,0.09362307464589674,0.050068685715460894,0.08271327700022497,0.08160796625370888,0.0726343568097142
exp_99,16.0,0.19751665528042087,0.01006253494243526,0.11591484275089523,0.32592656978996576,0.23863541155106427
exp_99,32.0,0.2015256174313116,0.0016018999396152926,0.10798003000628774,0.3265266002798627,0.2396258363253964
exp_99,48.0,0.20181263255053336,0.001,0.10681535218331467,0.32768733542453793,0.2402160323245947
exp_100,0.0,0.008522667823491734,0.04144733073394999,0.001,0.017339244366530032,0.07242928329156521
exp_100,16.0,0.16569101522763685,0.019592296878860587,0.049236875896446736,0.34539037762698893,0.2323790461405428
exp_100,32.0,0.19736114857608134,0.001995923105432747,0.09829879456184624,0.32817719153942626,0.2397121599514521
exp_100,48.0,0.20035141826922814,0.001,0.10532596912808131,0.3278369450328758,0.23976086205096866
