Experiments,Time,s1,s2,s3
exp_98,0.0,0.05572642386481355,0.01364877640598621,0.013572820488849212
exp_98,16.0,0.26692639082435277,0.41781178924213896,0.04987483821934333
exp_98,32.0,0.2736734456063821,0.4140201384190649,0.07705405658981869
exp_98,48.0,0.27532856573629355,0.41436063805123824,0.08065739064572135
exp_99,0.0,0.029285227763216383,0.03285349324610756,0.022502935849500107
exp_99,16.0,0.26955814514008086,0.41523179901559476,0.062193447340500356
exp_99,32.0,0.27388095377239435,0.41414122018909444,0.07714951967698411
exp_99,48.0,0.27582216157398437,0.41435429483545466,0.07985706261757886
exp_100,0.0,0.024890043678225643,0.08805203312340812,0.03417540056295235
exp_100,16.0,0.2690649198147274,0.41504247774783937,0.0707929624290217
exp_100,32.0,0.2747436265635508,0.4142776637199553,0.07884197475607736
exp_100,48.0,0.27473457501635046,0.4147132924556599,0.0808509896261859
